Number,Artist,Genres,Date,Venue,City,State,Capacity,Number of Songs
1421,Omar Apollo,"other, pop, r&b",17-09-2024,Orlando Amphitheater,Orlando,FL,null,10
1422,Omar Apollo,"other, pop, r&b",16-09-2024,FPL Solar Amphitheater at Bayfront Park,Miami,FL,null,27
1423,Omar Apollo,"other, pop, r&b",14-09-2024,Cadence Bank Amphitheatre at Chastain Park,Atlanta,GA,null,10
1424,Omar Apollo,"other, pop, r&b",11-09-2024,Red Hat Amphitheater,Raleigh,NC,"5,990",26
1425,Omar Apollo,"other, pop, r&b",10-09-2024,The Andrew J. Brady Music Center,Cincinnati,OH,null,25
1426,Omar Apollo,"other, pop, r&b",08-09-2024,Hazelwood Green,Pittsburgh,PA,null,10
1427,Omar Apollo,"other, pop, r&b",07-09-2024,Forest Hills Stadium,Queens,NY,"14,000",29
1428,Omar Apollo,"other, pop, r&b",06-09-2024,Leader Bank Pavilion,Boston,MA,"5,200",10
1429,Omar Apollo,"other, pop, r&b",25-08-2024,Skyline Stage at the Mann Center,Philadelphia,PA,null,26
1430,Omar Apollo,"other, pop, r&b",23-08-2024,Huntington Bank Pavilion at Northerly Island,Chicago,IL,null,10
1431,Omar Apollo,"other, pop, r&b",21-08-2024,Michigan Lottery Amphitheatre at Freedom Hill,Sterling Heights,MI,"7,200",28
1432,Omar Apollo,"other, pop, r&b",20-08-2024,Everwise Amphitheater at White River State Park,Indianapolis,IN,"6,000",25
1433,Omar Apollo,"other, pop, r&b",26-05-2024,Waterfront Park,Louisville,KY,null,10
1434,Omar Apollo,"other, pop, r&b",04-01-2024,Newark Symphony Hall,Newark,NJ,null,10
1435,The National,"indie, pop, rock",30-10-2024,Veterans Memorial Coliseum,Portland,OR,"5,000",10
1436,The National,"indie, pop, rock",25-10-2024,Webster Hall,New York City,NY,"1,500",10
1437,The National,"indie, pop, rock",07-10-2024,Hollywood Bowl,Los Angeles,CA,"10,258",20
1438,The National,"indie, pop, rock",06-10-2024,William Randolph Hearst Greek Theatre,Berkeley,CA,null,20
1439,The National,"indie, pop, rock",05-10-2024,Village Lawn at The Meritage Resort and Spa,Napa,CA,null,19
1440,The National,"indie, pop, rock",03-10-2024,Moda Center,Portland,OR,"19,980",20
1441,The National,"indie, pop, rock",01-10-2024,Climate Pledge Arena,Seattle,WA,"47,116",22
1442,The National,"indie, pop, rock",29-09-2024,Granary Live,Salt Lake City,UT,null,19
1443,The National,"indie, pop, rock",28-09-2024,Fiddler's Green Amphitheatre,Greenwood Village,CO,"18,000",21
1444,The National,"indie, pop, rock",26-09-2024,Breese Stevens Field,Madison,WI,null,20
1445,The National,"indie, pop, rock",25-09-2024,Michigan Lottery Amphitheatre at Freedom Hill,Sterling Heights,MI,"7,200",21
1446,The National,"indie, pop, rock",24-09-2024,United Center,Chicago,IL,"23,500",22
1447,The National,"indie, pop, rock",22-09-2024,Highland Festival Grounds at the Kentucky Expo Center,Louisville,KY,null,14
1448,The National,"indie, pop, rock",21-09-2024,Blossom Music Center,Cuyahoga Falls,OH,"23,000",20
1449,The National,"indie, pop, rock",17-09-2024,TD Pavilion at the Mann,Philadelphia,PA,null,19
1450,The National,"indie, pop, rock",16-09-2024,Merriweather Post Pavilion,Columbia,MD,"19,319",22
1451,The National,"indie, pop, rock",14-09-2024,Xfinity Center,Mansfield,MA,"19,900",21
1452,The National,"indie, pop, rock",13-09-2024,Forest Hills Stadium,Queens,NY,"14,000",22
1453,The National,"indie, pop, rock",12-09-2024,Bank of New Hampshire Pavilion at Meadowbrook,Gilford,NH,null,22
1454,Still Woozy,"indie, pop",24-10-2024,The Rooftop at Pier 17,New York City,NY,"3,500",10
1455,Still Woozy,"indie, pop",14-10-2024,The Rady Shell at Jacobs Park,San Diego,CA,"6,000",21
1456,Still Woozy,"indie, pop",13-10-2024,Greek Theatre,Baton Rouge,LA,"3,500",10
1457,Still Woozy,"indie, pop",12-10-2024,William Randolph Hearst Greek Theatre,Berkeley,CA,null,10
1458,Still Woozy,"indie, pop",10-10-2024,Granary Live,Salt Lake City,UT,null,21
1459,Still Woozy,"indie, pop",09-10-2024,Red Rocks Amphitheatre,Morrison,CO,null,13
1460,Still Woozy,"indie, pop",08-10-2024,Steelhouse Omaha,Omaha,NE,null,10
1461,Still Woozy,"indie, pop",07-10-2024,Arvest Bank Theatre at the Midland,Kansas City,MO,null,21
1462,Still Woozy,"indie, pop",05-10-2024,Zilker Park,Austin,TX,null,15
1463,Still Woozy,"indie, pop",03-10-2024,713 Music Hall,Houston,TX,"8,050",21
1464,Still Woozy,"indie, pop",02-10-2024,Stubb's Bar-B-Q,Austin,TX,null,21
1465,Still Woozy,"indie, pop",30-09-2024,The Theater at Virgin Hotels,Las Vegas,NV,null,21
1466,Still Woozy,"indie, pop",29-09-2024,Marquee Theatre,Tempe,AZ,"2,500",10
1467,Still Woozy,"indie, pop",21-08-2024,Jannus Live,St. Petersburg,FL,"2,000",10
1468,Still Woozy,"indie, pop",20-08-2024,Jannus Live,St. Petersburg,FL,"2,000",10
1469,Still Woozy,"indie, pop",19-08-2024,Orlando Amphitheater,Orlando,FL,null,20
1470,Still Woozy,"indie, pop",16-08-2024,Coca-Cola Roxy,Atlanta,GA,null,10
1471,Still Woozy,"indie, pop",14-08-2024,Rabbit Rabbit,Asheville,NC,null,10
1472,Still Woozy,"indie, pop",13-08-2024,Red Hat Amphitheater,Raleigh,NC,"5,990",24
1473,Still Woozy,"indie, pop",11-08-2024,Highmark Skyline Stage at The Mann,Philadelphia,PA,null,23
1474,Still Woozy,"indie, pop",10-08-2024,The Anthem,"Washington, D.C.",DC,"6,000",23
1475,Still Woozy,"indie, pop",06-08-2024,Thompson's Point,Portland,ME,null,10
1476,Still Woozy,"indie, pop",05-08-2024,Roadrunner,Boston,MA,"3,500",10
1477,Still Woozy,"indie, pop",31-07-2024,Stage AE,Pittsburgh,PA,"13,592",10
1478,Still Woozy,"indie, pop",30-07-2024,Masonic Temple Theatre,Detroit,MI,null,23
1479,Still Woozy,"indie, pop",28-07-2024,KEMBA Live!,Columbus,OH,"5,200",10
1480,Still Woozy,"indie, pop",27-07-2024,The Fairgrounds at the Salt Shed,Chicago,IL,null,22
1481,Still Woozy,"indie, pop",26-07-2024,The Sylvee,Madison,WI,null,23
1482,Still Woozy,"indie, pop",25-07-2024,Minneapolis Armory,Minneapolis,MN,"8,400",23
1483,Still Woozy,"indie, pop",21-07-2024,McMenamins Historic Edgefield Manor,Troutdale,OR,null,10
1484,Still Woozy,"indie, pop",20-07-2024,Capitol Hill,Seattle,WA,null,10
1485,Michael Kiwanuka,"other, r&b",19-10-2024,Vina Robles Amphitheatre,Paso Robles,CA,"1,964",10
1486,Michael Kiwanuka,"other, r&b",18-10-2024,Greek Theatre,Baton Rouge,LA,"3,500",12
1487,Michael Kiwanuka,"other, r&b",17-10-2024,William Randolph Hearst Greek Theatre,Berkeley,CA,null,13
1488,Michael Kiwanuka,"other, r&b",15-10-2024,Paramount Theatre,Seattle,WA,"2,963",12
1489,Michael Kiwanuka,"other, r&b",14-10-2024,Britt Festival Pavilion,Jacksonville,OR,null,10
1490,Michael Kiwanuka,"other, r&b",11-10-2024,McMenamins Historic Edgefield Manor,Troutdale,OR,null,17
1491,Michael Kiwanuka,"other, r&b",10-10-2024,Outlaw Field at the Idaho Botanical Garden,Boise,ID,null,10
1492,Michael Kiwanuka,"other, r&b",08-10-2024,Mission Ballroom,Denver,CO,"3,900",10
1493,Michael Kiwanuka,"other, r&b",06-10-2024,Palace Theatre,Columbus,OH,"2,695",10
1494,Michael Kiwanuka,"other, r&b",05-10-2024,The Chicago Theatre,Chicago,IL,null,18
1495,Michael Kiwanuka,"other, r&b",03-10-2024,Central Park SummerStage,New York,NY,null,14
1496,Michael Kiwanuka,"other, r&b",02-10-2024,Capitol Theatre,Madison,WI,"2,255",14
1497,Michael Kiwanuka,"other, r&b",30-09-2024,Roadrunner,Boston,MA,"3,500",13
1498,Michael Kiwanuka,"other, r&b",29-09-2024,Metropolitan Opera House,Philadelphia,PA,null,14
1499,Michael Kiwanuka,"other, r&b",28-09-2024,Merriweather Post Pavilion,Columbia,MD,"19,319",10
1500,Leon Bridges,"indie, other, pop, r&b",21-11-2024,ACL Live at The Moody Theater,Austin,TX,null,10
1501,Leon Bridges,"indie, other, pop, r&b",15-11-2024,Dickies Arena,Fort Worth,TX,"14,000",23
1502,Leon Bridges,"indie, other, pop, r&b",13-11-2024,Ryman Auditorium,Nashville,TN,"2,072",22
1503,Leon Bridges,"indie, other, pop, r&b",12-11-2024,Ryman Auditorium,Nashville,TN,"2,072",21
1504,Leon Bridges,"indie, other, pop, r&b",11-11-2024,Ryman Auditorium,Nashville,TN,"2,072",10
1505,Leon Bridges,"indie, other, pop, r&b",10-11-2024,Fox Theatre,St. Louis,MO,"4,500",21
1506,Leon Bridges,"indie, other, pop, r&b",08-11-2024,The Anthem,"Washington, D.C.",DC,"6,000",22
1507,Leon Bridges,"indie, other, pop, r&b",07-11-2024,Metropolitan Opera House,Philadelphia,PA,null,22
1508,Leon Bridges,"indie, other, pop, r&b",06-11-2024,Metropolitan Opera House,Philadelphia,PA,null,22
1509,Leon Bridges,"indie, other, pop, r&b",04-11-2024,Roadrunner,Boston,MA,"3,500",10
1510,Leon Bridges,"indie, other, pop, r&b",03-11-2024,Roadrunner,Boston,MA,"3,500",13
1511,Leon Bridges,"indie, other, pop, r&b",01-11-2024,Beacon Theatre,New York City,NY,"2,894",10
1512,Leon Bridges,"indie, other, pop, r&b",31-10-2024,Beacon Theatre,New York City,NY,"2,894",20
1513,Leon Bridges,"indie, other, pop, r&b",30-10-2024,Beacon Theatre,New York City,NY,"2,894",22
1514,Leon Bridges,"indie, other, pop, r&b",25-10-2024,Auditorium Theatre,Chicago,IL,null,10
1515,Leon Bridges,"indie, other, pop, r&b",24-10-2024,Auditorium Theatre,Chicago,IL,null,23
1516,Leon Bridges,"indie, other, pop, r&b",24-10-2024,Three Top Lounge at The Salt Shed,Chicago,IL,null,11
1517,Leon Bridges,"indie, other, pop, r&b",22-10-2024,Minneapolis Armory,Minneapolis,MN,"8,400",10
1518,Leon Bridges,"indie, other, pop, r&b",18-10-2024,William Randolph Hearst Greek Theatre,Berkeley,CA,null,13
1519,Leon Bridges,"indie, other, pop, r&b",16-10-2024,Santa Barbara Bowl,Santa Barbara,CA,"4,562",10
1520,Leon Bridges,"indie, other, pop, r&b",15-10-2024,The Rady Shell at Jacobs Park,San Diego,CA,"6,000",10
1521,Leon Bridges,"indie, other, pop, r&b",11-10-2024,Zilker Park,Austin,TX,null,14
1522,Leon Bridges,"indie, other, pop, r&b",10-10-2024,Majestic Theatre,San Antonio,TX,"1,477",21
1523,Leon Bridges,"indie, other, pop, r&b",08-10-2024,Plaza Theatre,El Paso,TX,"51,500",10
1524,Leon Bridges,"indie, other, pop, r&b",07-10-2024,The Buddy Holly Hall of Performing Arts and Sciences,Lubbock,TX,null,23
1525,Leon Bridges,"indie, other, pop, r&b",04-10-2024,Zilker Park,Austin,TX,null,15
1526,Leon Bridges,"indie, other, pop, r&b",02-10-2024,Continental Club,Austin,TX,null,10
1527,Leon Bridges,"indie, other, pop, r&b",01-10-2024,Continental Club,Austin,TX,null,16
1528,Leon Bridges,"indie, other, pop, r&b",30-09-2024,Continental Club,Austin,TX,null,22
1529,Leon Bridges,"indie, other, pop, r&b",23-09-2024,The Tonight Show Starring Jimmy Fallon,New York,NY,null,10
1530,Leon Bridges,"indie, other, pop, r&b",24-05-2024,Harvard Athletic Complex,Boston,MA,null,15
1531,Leon Bridges,"indie, other, pop, r&b",29-04-2024,Jimmy Kimmel Live,Los Angeles,CA,null,10
1532,Leon Bridges,"indie, other, pop, r&b",27-04-2024,Empire Polo Club,Indio,CA,"90,000",10
1533,Leon Bridges,"indie, other, pop, r&b",25-04-2024,The Theater at Virgin Hotels,Las Vegas,NV,null,10
1534,Leon Bridges,"indie, other, pop, r&b",07-04-2024,Margaret T. Hance Park,Phoenix,AZ,null,11
1535,Leon Bridges,"indie, other, pop, r&b",05-03-2024,Private Venue,Los Angeles,CA,null,10
1536,Leon Bridges,"indie, other, pop, r&b",09-02-2024,The Chelsea,Las Vegas,NV,null,10
1537,Leon Bridges,"indie, other, pop, r&b",18-01-2024,The Marquis,Park City,UT,null,10
1538,G-Eazy,"hip hop, pop, rap",29-11-2024,Fox Theater,Bakersfield,CA,"1,500",10
1539,G-Eazy,"hip hop, pop, rap",29-11-2024,Temple Nightclub,San Francisco,CA,null,10
1540,G-Eazy,"hip hop, pop, rap",27-11-2024,The Showbox SoDo,Seattle,WA,null,10
1541,G-Eazy,"hip hop, pop, rap",26-11-2024,The Showbox SoDo,Seattle,WA,null,10
1542,G-Eazy,"hip hop, pop, rap",24-11-2024,Revolution Concert House & Event Center,Garden City,ID,null,10
1543,G-Eazy,"hip hop, pop, rap",23-11-2024,Rockwell at The Complex,Salt Lake City,UT,null,10
1544,G-Eazy,"hip hop, pop, rap",22-11-2024,Mission Ballroom,Denver,CO,"3,900",10
1545,G-Eazy,"hip hop, pop, rap",20-11-2024,Fillmore Minneapolis,Minneapolis,MN,null,32
1546,G-Eazy,"hip hop, pop, rap",19-11-2024,Byline Bank Aragon Ballroom,Chicago,IL,null,10
1547,G-Eazy,"hip hop, pop, rap",16-11-2024,Franklin Music Hall,Philadelphia,PA,"1,200",10
1548,G-Eazy,"hip hop, pop, rap",15-11-2024,Brooklyn Paramount,Brooklyn,NY,null,10
1549,G-Eazy,"hip hop, pop, rap",14-11-2024,Roadrunner,Boston,MA,"3,500",10
1550,G-Eazy,"hip hop, pop, rap",12-11-2024,The Fillmore Silver Spring,Silver Spring,MD,null,30
1551,G-Eazy,"hip hop, pop, rap",09-11-2024,The Ritz,Raleigh,NC,null,10
1552,G-Eazy,"hip hop, pop, rap",08-11-2024,The Eastern,Atlanta,GA,null,10
1553,G-Eazy,"hip hop, pop, rap",07-11-2024,Jannus Live,St. Petersburg,FL,"2,000",10
1554,G-Eazy,"hip hop, pop, rap",04-11-2024,Avondale Brewing Company,Birmingham,AL,null,10
1555,G-Eazy,"hip hop, pop, rap",02-11-2024,713 Music Hall,Houston,TX,"8,050",10
1556,G-Eazy,"hip hop, pop, rap",01-11-2024,South Side Ballroom,Dallas,TX,"4,300",10
1557,G-Eazy,"hip hop, pop, rap",30-10-2024,Stubb's Bar-B-Q,Austin,TX,null,10
1558,G-Eazy,"hip hop, pop, rap",28-10-2024,The Van Buren,Phoenix,AZ,"1,800",10
1559,G-Eazy,"hip hop, pop, rap",26-10-2024,SOMA,San Diego,CA,null,10
1560,G-Eazy,"hip hop, pop, rap",25-10-2024,Shrine Exposition Hall,Los Angeles,CA,null,32
1561,G-Eazy,"hip hop, pop, rap",24-10-2024,William Randolph Hearst Greek Theatre,Berkeley,CA,null,10
1562,G-Eazy,"hip hop, pop, rap",12-10-2024,Paul Paul Theater,Fresno,CA,null,19
1563,G-Eazy,"hip hop, pop, rap",31-05-2024,E11even,Miami,FL,null,10
1564,G-Eazy,"hip hop, pop, rap",26-05-2024,Time Nightclub,Costa Mesa,CA,null,10
1565,G-Eazy,"hip hop, pop, rap",19-01-2024,E11even,Miami,FL,null,10
1566,G-Eazy,"hip hop, pop, rap",19-01-2024,Daer Nightclub,Hollywood,FL,null,10
1567,Toro y Moi,"edm, indie, other, pop, r&b",03-11-2024,Knockdown Center,Queens,NY,null,10
1568,Toro y Moi,"edm, indie, other, pop, r&b",25-10-2024,William Randolph Hearst Greek Theatre,Berkeley,CA,null,23
1569,Toro y Moi,"edm, indie, other, pop, r&b",19-10-2024,Mana Wynwood Convention Center,Miami,FL,null,15
1570,Toro y Moi,"edm, indie, other, pop, r&b",03-10-2024,Knockdown Center,Queens,NY,null,22
1571,Toro y Moi,"edm, indie, other, pop, r&b",28-09-2024,18b Arts District,Las Vegas,NV,null,10
1572,Toro y Moi,"edm, indie, other, pop, r&b",20-09-2024,Hollywood Forever Cemetery,Los Angeles,CA,null,25
1573,Toro y Moi,"edm, indie, other, pop, r&b",31-08-2024,The Factory in Deep Ellum,Dallas,TX,"20,000",10
1574,Toro y Moi,"edm, indie, other, pop, r&b",11-08-2024,McMenamins Historic Edgefield Manor,Troutdale,OR,null,11
1575,Toro y Moi,"edm, indie, other, pop, r&b",10-08-2024,Remlinger Farms,Carnation,WA,null,10
1576,Aminé,"hip hop, pop, rap",25-10-2024,William Randolph Hearst Greek Theatre,Berkeley,CA,null,13
1577,Aminé,"hip hop, pop, rap",11-08-2024,McMenamins Historic Edgefield Manor,Troutdale,OR,null,27
1578,Aminé,"hip hop, pop, rap",22-06-2024,American Family Insurance Amphitheater,Milwaukee,WI,"1,530",10
1579,KAYTRANADA,"edm, hip hop, other, r&b",16-11-2024,Dodger Stadium,Los Angeles,CA,771,26
1580,KAYTRANADA,"edm, hip hop, other, r&b",15-11-2024,Palm Springs Air Museum,Palm Springs,CA,null,10
1581,KAYTRANADA,"edm, hip hop, other, r&b",09-11-2024,Downtown Events Center,Las Vegas,NV,null,10
1582,KAYTRANADA,"edm, hip hop, other, r&b",03-11-2024,BMO Stadium,Los Angeles,CA,"20,000",10
1583,KAYTRANADA,"edm, hip hop, other, r&b",01-11-2024,William Randolph Hearst Greek Theatre,Berkeley,CA,null,10
1584,KAYTRANADA,"edm, hip hop, other, r&b",31-10-2024,William Randolph Hearst Greek Theatre,Berkeley,CA,null,10
1585,KAYTRANADA,"edm, hip hop, other, r&b",24-10-2024,Gallagher Square,San Diego,CA,null,10
1586,KAYTRANADA,"edm, hip hop, other, r&b",20-10-2024,Cellairis Amphitheatre at Lakewood,Atlanta,GA,null,10
1587,KAYTRANADA,"edm, hip hop, other, r&b",18-10-2024,Mana Wynwood Convention Center,Miami,FL,null,10
1588,KAYTRANADA,"edm, hip hop, other, r&b",17-10-2024,The Pavilion at Toyota Music Factory,Irving,TX,null,10
1589,KAYTRANADA,"edm, hip hop, other, r&b",16-10-2024,Moody Amphitheater,Austin,TX,"9,400",10
1590,KAYTRANADA,"edm, hip hop, other, r&b",12-10-2024,The Lawn at White Oak,Houston,TX,null,31
1591,KAYTRANADA,"edm, hip hop, other, r&b",11-10-2024,WaMu Theater,Seattle,WA,"17,459",10
1592,KAYTRANADA,"edm, hip hop, other, r&b",10-10-2024,Mission Ballroom,Denver,CO,"3,900",10
1593,KAYTRANADA,"edm, hip hop, other, r&b",06-10-2024,Merriweather Post Pavilion,Columbia,MD,"19,319",30
1594,KAYTRANADA,"edm, hip hop, other, r&b",05-10-2024,Forest Hills Stadium,Queens,NY,"14,000",10
1595,KAYTRANADA,"edm, hip hop, other, r&b",04-10-2024,Forest Hills Stadium,Queens,NY,"14,000",10
1596,KAYTRANADA,"edm, hip hop, other, r&b",02-10-2024,TD Pavilion at the Mann,Philadelphia,PA,null,33
1597,KAYTRANADA,"edm, hip hop, other, r&b",01-10-2024,Leader Bank Pavilion,Boston,MA,"5,200",10
1598,KAYTRANADA,"edm, hip hop, other, r&b",26-09-2024,Michigan Lottery Amphitheatre at Freedom Hill,Sterling Heights,MI,"7,200",31
1599,KAYTRANADA,"edm, hip hop, other, r&b",20-09-2024,Huntington Bank Pavilion at Northerly Island,Chicago,IL,null,10
1600,KAYTRANADA,"edm, hip hop, other, r&b",11-08-2024,Golden Gate Park,San Francisco,CA,null,29
1601,KAYTRANADA,"edm, hip hop, other, r&b",10-08-2024,McMenamins Historic Edgefield Manor,Troutdale,OR,null,21
1602,KAYTRANADA,"edm, hip hop, other, r&b",28-07-2024,Audi Field,Washington,DC,null,10
1603,KAYTRANADA,"edm, hip hop, other, r&b",21-07-2024,Capitol Hill,Seattle,WA,null,16
1604,KAYTRANADA,"edm, hip hop, other, r&b",10-05-2024,Embarcadero Marina Park North,San Diego,CA,null,10
1605,KAYTRANADA,"edm, hip hop, other, r&b",22-03-2024,The Snow Lodge,Aspen,CO,null,10
1606,KAYTRANADA,"edm, hip hop, other, r&b",02-02-2024,The Catch One,Los Angeles,CA,null,10
1607,Louis The Child,"edm, other, pop",02-11-2024,William Randolph Hearst Greek Theatre,Berkeley,CA,null,10
1608,Louis The Child,"edm, other, pop",27-10-2024,Rawhide Western Town and Event Center,Chandler,AZ,null,10
1609,Louis The Child,"edm, other, pop",26-10-2024,Travis County Expo Center,Austin,TX,null,10
1610,Louis The Child,"edm, other, pop",11-10-2024,Tennessee State Fairgrounds,Nashville,TN,null,10
1611,Louis The Child,"edm, other, pop",10-10-2024,Zouk Nightclub,Las Vegas,NV,null,10
1612,Louis The Child,"edm, other, pop",05-10-2024,The Rady Shell at Jacobs Park,San Diego,CA,"6,000",10
1613,Louis The Child,"edm, other, pop",03-10-2024,Zouk Nightclub,Las Vegas,NV,null,10
1614,Louis The Child,"edm, other, pop",21-09-2024,Red Rocks Amphitheatre,Morrison,CO,null,10
1615,Louis The Child,"edm, other, pop",20-09-2024,Granary Live,Salt Lake City,UT,null,10
1616,Louis The Child,"edm, other, pop",07-09-2024,Muckleshoot Plaza,Seattle,WA,null,10
1617,Louis The Child,"edm, other, pop",06-09-2024,Zouk Nightclub,Las Vegas,NV,null,10
1618,Louis The Child,"edm, other, pop",17-08-2024,The Brooklyn Mirage,Brooklyn,NY,null,10
1619,Louis The Child,"edm, other, pop",16-08-2024,Belknap Park,Grand Rapids,MI,null,10
1620,Louis The Child,"edm, other, pop",30-03-2024,Ayu Dayclub,Las Vegas,NV,null,10
1621,Louis The Child,"edm, other, pop",24-03-2024,Oasis Wynwood,Miami,FL,null,10
1622,Louis The Child,"edm, other, pop",23-03-2024,Ayu Dayclub,Las Vegas,NV,null,10
1623,Louis The Child,"edm, other, pop",16-03-2024,Belly Up,Aspen,CO,null,10
1624,Louis The Child,"edm, other, pop",15-03-2024,Belly Up,Aspen,CO,null,10
1625,Louis The Child,"edm, other, pop",17-02-2024,Daer Nightclub,Hollywood,FL,null,10
1626,Louis The Child,"edm, other, pop",16-02-2024,Julian B. Lane Riverfront Park,Tampa,FL,null,10
1627,Louis The Child,"edm, other, pop",13-01-2024,Zouk Nightclub,Las Vegas,NV,null,10
1628,Teddy Swims,"country, other, rock",17-12-2024,Capital One Arena,"Washington, D.C.",DC,"20,356",10
1629,Teddy Swims,"country, other, rock",16-12-2024,Wells Fargo Center,Philadelphia,PA,"14,000",10
1630,Teddy Swims,"country, other, rock",14-12-2024,Agganis Arena,Boston,MA,"8,000",16
1631,Teddy Swims,"country, other, rock",13-12-2024,Madison Square Garden,New York City,NY,"20,789",10
1632,Teddy Swims,"country, other, rock",12-12-2024,Chesapeake Employers Insurance Arena,Baltimore,MD,"5,500",16
1633,Teddy Swims,"country, other, rock",10-12-2024,Little Caesars Arena,Detroit,MI,"22,000",10
1634,Teddy Swims,"country, other, rock",09-12-2024,Allstate Arena,Rosemont,IL,"18,500",10
1635,Teddy Swims,"country, other, rock",12-10-2024,Zilker Park,Austin,TX,null,13
1636,Teddy Swims,"country, other, rock",10-10-2024,Hard Rock Event Center,Tampa,FL,null,10
1637,Teddy Swims,"country, other, rock",08-10-2024,Johnny Mercer Theatre,Savannah,GA,"2,566",10
1638,Teddy Swims,"country, other, rock",06-10-2024,JJ's Live,Fayetteville,AR,null,18
1639,Teddy Swims,"country, other, rock",05-10-2024,Zilker Park,Austin,TX,null,10
1640,Teddy Swims,"country, other, rock",03-10-2024,Tennessee Theatre,Knoxville,TN,"4,500",18
1641,Teddy Swims,"country, other, rock",29-09-2024,Seaside Park,Bridgeport,CT,null,10
1642,Teddy Swims,"country, other, rock",28-09-2024,Ocean Casino Resort,Atlantic City,NJ,null,10
1643,Teddy Swims,"country, other, rock",26-09-2024,Palace Theatre,Columbus,OH,"2,695",18
1644,Teddy Swims,"country, other, rock",23-09-2024,KEMBA Live!,Columbus,OH,"5,200",17
